,parentTaxid,taxid,CDS,CDS_Mean,exon,exon_Mean,gene,gene_Mean,mRNA,mRNA_Mean
7630,10239,271479, 6, 553.0,0,0, 6, 553.0,0,0
7631,10239,77856, 3, 704.0,0,0, 3, 704.0,0,0
7632,10239,37105, 79, 567.6075949367089,0,0, 77, 589.4675324675325,0,0
7633,10239,977913, 4, 1604.25,0,0, 3, 2138.6666666666665,0,0
7634,10239,977912, 4, 1572.0,0,0, 3, 2095.6666666666665,0,0
7635,10239,1960206, 1, 8919.0,0,0, 1, 8919.0,0,0
7636,10239,336959, 3, 2197.0,0,0, 2, 3295.0,0,0
7637,10239,37108, 84, 1516.6785714285713,0,0, 79, 2509.1772151898736,0,0
7638,10239,339420, 5, 1594.2,0,0, 5, 1594.2,0,0
7639,10239,173082, 10, 1827.0,0,0, 9, 2030.2222222222222,0,0
7641,10239,40537, 6, 1147.5,0,0, 6, 1147.5,0,0
7642,10239,1441800, 1, 840.0,0,0,0,0,0,0
7643,10239,40539, 7, 1029.857142857143,0,0, 7, 1029.857142857143,0,0
7644,10239,40538, 7, 1019.5714285714286,0,0, 7, 1019.5714285714286,0,0
7646,10239,1080237, 68, 316.80882352941177,0,0, 77, 295.09090909090907,0,0
7647,10239,1891703, 259, 574.1003861003861, 33, 85.9090909090909, 291, 520.7079037800687, 1, 434.0
7648,10239,1891704, 2, 1669.5,0,0, 2, 1669.5,0,0
7649,10239,241630, 8, 1970.125, 6, 2754.8333333333335, 6, 2754.8333333333335, 6, 2754.8333333333335
7651,10239,320849, 64, 634.171875,0,0, 64, 634.171875,0,0
7652,10239,320848, 66, 621.0454545454545,0,0, 66, 621.0454545454545,0,0
7653,10239,1033976, 5, 3074.4,0,0, 5, 3074.4,0,0
7654,10239,320841, 77, 560.7272727272727,0,0, 77, 560.7272727272727,0,0
7655,10239,320840, 70, 606.2142857142857,0,0, 70, 606.2142857142857,0,0
7656,10239,320843, 74, 551.918918918919,0,0, 74, 551.918918918919,0,0
7657,10239,320842, 74, 558.3648648648649,0,0, 74, 558.3648648648649,0,0
7658,10239,320845, 77, 543.7402597402597,0,0, 77, 543.7402597402597,0,0
7659,10239,320844, 67, 613.0746268656717,0,0, 67, 613.0746268656717,0,0
7660,10239,320847, 60, 648.1,0,0, 60, 648.1,0,0
7661,10239,320846, 67, 592.2537313432836,0,0, 67, 592.2537313432836,0,0
7663,10239,526476, 7, 533.5714285714286,0,0, 7, 533.5714285714286,0,0
7664,10239,1525173, 4, 940.5,0,0, 4, 940.5,0,0
7665,10239,73423, 1, 9711.0,0,0, 1, 9711.0,0,0
7666,10239,73422, 60, 712.1,0,0, 59, 724.271186440678,0,0
7667,10239,1195796, 7, 1041.0,0,0, 7, 1041.0,0,0
7672,10239,192021, 1, 1089.0,0,0, 1, 1089.0,0,0
7673,10239,192022, 1, 153.0,0,0, 1, 153.0,0,0
7674,10239,192023, 1, 126.0,0,0, 1, 126.0,0,0
7675,10239,665032, 236, 624.6355932203389,0,0, 238, 625.5,0,0
7676,10239,665033, 57, 631.3157894736842,0,0, 57, 631.3157894736842,0,0
7677,10239,329886, 31, 1005.0967741935484,0,0, 31, 1005.0967741935484,0,0
7678,10239,373410, 81, 746.2962962962963,0,0, 81, 746.2962962962963,0,0
7679,10239,1963256, 7, 1319.142857142857,0,0, 6, 1538.8333333333333,0,0
7680,10239,576790, 265, 601.8792452830189, 3, 75.0, 268, 595.9813432835821,0,0
7681,10239,576791, 140, 570.7714285714286, 23, 76.82608695652173, 162, 503.6975308641975,0,0
7682,10239,222475, 6, 561.0,0,0, 6, 561.0,0,0
7683,10239,222474, 6, 549.0,0,0, 6, 549.0,0,0
7684,10239,373415, 148, 477.56756756756755, 23, 88.56521739130434, 171, 425.2456140350877,0,0
7685,10239,1923188, 3, 2633.0,0,0, 3, 2633.0,0,0
7686,10239,1321391, 1, 10455.0,0,0, 1, 10455.0,0,0
7687,10239,1923187, 6, 1836.5,0,0, 6, 1836.5,0,0
7688,10239,1923186, 4, 2518.5,0,0, 4, 2518.5,0,0
7689,10239,1923185, 5, 2277.0,0,0, 5, 2277.0,0,0
7690,10239,1922857, 3, 3273.0,0,0, 3, 3273.0,0,0
7691,10239,667119, 9, 583.3333333333334,0,0, 9, 583.3333333333334,0,0
7692,10239,1922858, 3, 3296.0,0,0, 3, 3296.0,0,0
7693,10239,1255765, 1, 357.0,0,0, 1, 357.0,0,0
7694,10239,471285, 6, 1933.0,0,0, 6, 1933.0,0,0
7696,10239,1874539, 65, 572.123076923077,0,0, 65, 572.123076923077,0,0
7697,10239,1923327, 6, 1296.5,0,0, 6, 1296.5,0,0
7698,10239,1923326, 4, 1467.0,0,0, 4, 1467.0,0,0
7699,10239,1923457, 2, 3633.0,0,0, 2, 3633.0,0,0
7700,10239,1923324, 2, 4440.0,0,0, 2, 4440.0,0,0
7701,10239,1923451, 2, 3747.0,0,0, 2, 3747.0,0,0
7702,10239,1923450, 1, 8940.0,0,0, 1, 8940.0,0,0
7703,10239,1923321, 3, 1547.0,0,0, 3, 1547.0,0,0
7704,10239,1923452, 2, 3705.0,0,0, 2, 3705.0,0,0
7707,10239,1097753, 95, 588.1894736842105, 1, 76.0, 95, 588.978947368421,0,0
7708,10239,134386, 1, 357.0,0,0, 1, 357.0,0,0
7709,10239,444859, 234, 726.3717948717949, 6, 74.83333333333333, 240, 710.0833333333334,0,0
7710,10239,1922582, 2, 3969.0,0,0, 2, 3969.0,0,0
7711,10239,1922583, 2, 3688.5,0,0, 2, 3688.5,0,0
7712,10239,1922584, 1, 4320.0,0,0, 1, 4320.0,0,0
7713,10239,1922585, 2, 3678.0,0,0, 2, 3678.0,0,0
7714,10239,1922586, 2, 3834.0,0,0, 2, 3834.0,0,0
7715,10239,1922587, 2, 3669.0,0,0, 2, 3669.0,0,0
7716,10239,1922588, 2, 3868.5,0,0, 2, 3868.5,0,0
7717,10239,1922589, 1, 5184.0,0,0, 1, 5184.0,0,0
7718,10239,857312, 200, 581.85,0,0, 199, 584.7688442211055,0,0
7719,10239,1327948, 88, 530.0113636363636,0,0, 88, 530.0113636363636,0,0
7720,10239,1327947, 73, 585.986301369863,0,0, 73, 585.986301369863,0,0
7721,10239,32612, 6, 1931.5, 8, 1591.875, 8, 1591.875, 6, 2077.3333333333335
7722,10239,686983, 1, 7566.0,0,0, 1, 7566.0,0,0
7723,10239,12360, 53, 661.2452830188679,0,0, 53, 661.2452830188679,0,0
7724,10239,754064, 251, 666.3107569721116, 4, 81.25, 263, 674.7110266159696,0,0
7725,10239,1301280, 177, 1014.728813559322,0,0, 177, 1014.728813559322,0,0
7726,10239,754067, 64, 588.4375,0,0, 64, 588.4375,0,0
7727,10239,754069, 51, 679.1372549019608,0,0, 51, 679.1372549019608,0,0
7728,10239,1128071, 22, 814.0909090909091,0,0, 22, 814.0909090909091,0,0
7729,10239,1129873, 1, 8823.0,0,0, 1, 8823.0,0,0
7730,10239,2010265, 2, 2650.5,0,0, 2, 2650.5,0,0
7731,10239,2010266, 2, 2650.5,0,0, 2, 2650.5,0,0
7732,10239,2010268, 5, 2098.2,0,0, 5, 2098.2,0,0
7734,10239,1399949, 62, 663.8225806451613,0,0, 62, 663.8225806451613,0,0
7735,10239,576948, 2, 3688.5,0,0, 2, 3688.5,0,0
7736,10239,152177, 6, 1815.0, 10, 1238.9, 6, 1966.6666666666667, 6, 1966.6666666666667
7737,10239,1399942, 59, 534.1016949152543,0,0, 59, 534.1016949152543,0,0
7739,10239,561999, 84, 699.3928571428571,0,0, 84, 699.3928571428571,0,0
7740,10239,142661, 2, 813.0, 1, 405.0, 4, 520.25, 1, 405.0
7742,10239,1541824, 246, 423.1951219512195, 2, 73.0, 247, 422.0769230769231,0,0
7743,10239,1541825, 267, 599.561797752809, 2, 73.0, 269, 595.6468401486989,0,0
7744,10239,1541821, 38, 1423.421052631579,0,0, 38, 1423.421052631579,0,0
7745,10239,1541823, 112, 505.5,0,0, 111, 510.06306306306305,0,0
7748,10239,302100, 6, 585.5,0,0, 6, 585.5,0,0
7749,10239,134606, 1, 747.0,0,0, 1, 747.0,0,0
7750,10239,1006061, 1, 6750.0,0,0, 1, 6750.0,0,0
7753,10239,384848, 97, 657.9278350515464, 4, 75.0, 101, 634.8415841584158,0,0
7754,10239,934027, 166, 736.7710843373494, 3, 78.33333333333333, 174, 737.735632183908,0,0
7756,10239,1332244, 15, 959.2,0,0, 12, 1295.75,0,0
7758,10239,303317, 3, 2698.0,0,0, 3, 2698.0,0,0
7760,10239,91753, 8, 1136.625,0,0, 7, 1298.857142857143,0,0
7761,10239,1661062, 4, 1780.5,0,0, 4, 1780.5,0,0
7762,10239,156690, 7, 1298.142857142857,0,0, 6, 1514.3333333333333,0,0
7763,10239,1887218, 7, 1056.4285714285713,0,0, 7, 1056.4285714285713,0,0
7764,10239,1887219, 6, 1122.5,0,0, 6, 1122.5,0,0
7765,10239,1887216, 6, 1149.5,0,0, 6, 1149.5,0,0
7766,10239,1887217, 7, 1024.2857142857142,0,0, 7, 1024.2857142857142,0,0
7767,10239,1887214, 7, 1125.4285714285713,0,0, 7, 1125.4285714285713,0,0
7768,10239,1887215, 6, 1167.0,0,0, 6, 1167.0,0,0
7769,10239,1887213, 8, 915.75,0,0, 8, 915.75,0,0
7770,10239,1269028, 899, 972.5339265850946, 3, 75.0, 915, 988.6655737704918,0,0
7771,10239,1445809, 76, 589.2631578947369,0,0, 76, 589.3684210526316,0,0
7772,10239,1590650, 6, 893.0,0,0, 5, 1108.2,0,0
7773,10239,1532031, 2, 1462.5,0,0, 2, 1462.5,0,0
7774,10239,1755588, 1, 8595.0,0,0, 1, 8595.0,0,0
7775,10239,667093, 11, 2001.2727272727273,0,0, 11, 2001.2727272727273,0,0
7776,10239,1357825, 40, 760.725,0,0, 42, 731.6666666666666,0,0
7777,10239,1698451, 302, 515.7615894039735,0,0, 301, 517.4784053156146,0,0
7778,10239,691963, 84, 654.3214285714286,0,0, 84, 654.3214285714286,0,0
7779,10239,1027947, 2, 4645.5,0,0, 2, 4645.5,0,0
7780,10239,1406779, 45, 829.2,0,0, 45, 840.4666666666667,0,0
7782,10239,1330524, 1, 7113.0,0,0, 1, 7113.0,0,0
7783,10239,1330521, 2, 6541.5,0,0, 2, 6541.5,0,0
7784,10239,1330520, 1, 6504.0,0,0, 1, 6504.0,0,0
7785,10239,564886, 75, 636.2,0,0, 75, 636.2,0,0
7786,10239,1250303, 1, 948.0,0,0,0,0,0,0
7787,10239,497863, 5, 576.0, 4, 526.5, 5, 629.0, 1, 1148.0
7788,10239,47929, 228, 879.6052631578947, 5, 667.8, 223, 902.0044843049327,0,0
7789,10239,1805466, 49, 762.1836734693877,0,0, 49, 762.1836734693877,0,0
7790,10239,228578, 3, 2022.0,0,0, 3, 2022.0,0,0
7793,10239,1416028, 76, 560.5263157894736, 1, 76.0, 77, 554.2337662337662,0,0
7795,10239,1416026, 4, 2370.75,0,0, 4, 2370.75,0,0
7799,10239,1416021, 1, 7059.0,0,0, 1, 7059.0,0,0
7802,10239,1815968, 122, 762.344262295082,0,0, 122, 762.344262295082,0,0
7803,10239,12627, 6, 878.0,0,0, 6, 878.0,0,0
7806,10239,1519403, 4, 627.0,0,0, 3, 876.6666666666666,0,0
7807,10239,1519402, 4, 657.75,0,0, 3, 921.6666666666666,0,0
7808,10239,1519401, 2, 960.0,0,0, 2, 960.0,0,0
7809,10239,1519400, 4, 603.0,0,0, 3, 860.0,0,0
7810,10239,1519407, 4, 617.25,0,0, 3, 882.6666666666666,0,0
7811,10239,1519406, 4, 658.5,0,0, 3, 924.6666666666666,0,0
7813,10239,1519404, 4, 687.75,0,0, 3, 949.3333333333334,0,0
7817,10239,1519408, 4, 664.5,0,0, 3, 923.6666666666666,0,0
7822,10239,110457, 62, 677.9032258064516,0,0, 59, 712.3559322033898,0,0
7824,10239,240865, 6, 545.5,0,0, 6, 545.5,0,0
7825,10239,436243, 1, 381.0,0,0, 1, 381.0,0,0
7826,10239,277944, 7, 3855.4285714285716,0,0, 6, 4497.833333333333,0,0
7828,10239,1821549, 87, 602.6551724137931,0,0, 86, 609.6511627906976,0,0
7830,10239,1821541, 68, 641.4264705882352,0,0, 67, 651.0149253731344,0,0
7831,10239,12198, 2, 4699.5,0,0, 2, 4699.5,0,0
7832,10239,12199, 2, 4690.5,0,0, 2, 4690.5,0,0
7833,10239,75574, 7, 647.1428571428571,0,0, 7, 647.1428571428571,0,0
7834,10239,12194, 5, 1143.6,0,0, 5, 1143.6,0,0
7835,10239,12196, 2, 4917.0,0,0, 2, 4917.0,0,0
7836,10239,12197, 2, 4704.0,0,0, 2, 4704.0,0,0
7837,10239,1868219, 2, 837.0,0,0, 2, 837.0,0,0
7838,10239,1923668, 2, 2098.5,0,0, 2, 2098.5,0,0
7839,10239,1923669, 1, 4047.0,0,0, 1, 4047.0,0,0
7840,10239,1923662, 2, 1333.5,0,0, 2, 1333.5,0,0
7841,10239,1923663, 2, 2091.0,0,0, 2, 2091.0,0,0
7842,10239,1923660, 2, 1548.0,0,0, 2, 1548.0,0,0
7843,10239,1923661, 5, 2071.8,0,0, 5, 2071.8,0,0
7844,10239,1923667, 3, 1376.0,0,0, 3, 1376.0,0,0
7845,10239,1923664, 3, 1402.0,0,0, 3, 1402.0,0,0
7846,10239,1923665, 4, 1252.5,0,0, 4, 1252.5,0,0
7847,10239,1567011, 63, 518.952380952381,0,0, 63, 518.952380952381,0,0
7848,10239,1926498, 2, 1731.0,0,0, 2, 1731.0,0,0
7849,10239,46618, 2, 2122.5,0,0, 2, 2122.5,0,0
7850,10239,46619, 1, 10467.0,0,0, 1, 10467.0,0,0
7851,10239,489829, 11, 649.9090909090909,0,0, 11, 649.9090909090909,0,0
7852,10239,489828, 10, 578.1,0,0, 10, 578.1,0,0
7854,10239,79917, 2, 4789.5,0,0, 2, 4789.5,0,0
7855,10239,1636202, 131, 592.6030534351145, 20, 74.15, 151, 524.0728476821192,0,0
7857,10239,1636200, 75, 534.8,0,0, 75, 534.8,0,0
7858,10239,310103, 6, 551.0,0,0, 6, 551.0,0,0
7859,10239,1636205, 67, 610.4776119402985,0,0, 67, 610.4776119402985,0,0
7860,10239,1636204, 64, 634.40625,0,0, 64, 634.40625,0,0
7861,10239,1577137, 4, 2539.5,0,0, 4, 2539.5,0,0
7864,10239,167161, 2, 5053.5,0,0, 2, 5053.5,0,0
7865,10239,404404, 6, 1423.5,0,0, 6, 1423.5,0,0
7866,10239,244589, 31, 441.0967741935484, 1, 220.0, 32, 434.1875, 1, 220.0
7867,10239,1718606, 139, 582.2589928057554, 19, 73.63157894736842, 158, 521.0949367088608,0,0
7868,10239,1718600, 95, 577.0105263157894,0,0, 94, 583.1382978723404,0,0
7869,10239,101570, 79, 555.5696202531645,0,0, 79, 575.9240506329114,0,0
7870,10239,1567468, 92, 530.6739130434783,0,0, 91, 536.4945054945055,0,0
7871,10239,942037, 2, 753.0,0,0, 2, 753.0,0,0
7872,10239,942034, 2, 766.5,0,0, 2, 766.5,0,0
7873,10239,12432, 6, 1308.0,0,0, 6, 1308.0,0,0
7874,10239,160358, 1, 9258.0,0,0, 1, 9258.0,0,0
7875,10239,1567466, 87, 538.8965517241379,0,0, 86, 545.1511627906976,0,0
7876,10239,33746, 3, 3141.0,0,0, 1, 9045.0,0,0
7879,10239,379501, 67, 606.8955223880597,0,0, 67, 606.8955223880597,0,0
7880,10239,1100890, 8, 1625.625,0,0, 8, 1635.625,0,0
7881,10239,1846259, 5, 2164.2,0,0, 5, 2351.8,0,0
7883,10239,1435008, 2, 2928.0,0,0, 2, 2928.0,0,0
7884,10239,633135, 48, 671.0625,0,0, 48, 671.0625,0,0
7886,10239,1955493, 10, 1854.0,0,0, 10, 1854.0,0,0
7887,10239,1792253, 102, 492.55882352941177, 1, 75.0, 102, 493.2843137254902,0,0
7889,10239,1892416, 11, 2689.3636363636365,0,0, 10, 2958.2,0,0
7890,10239,1244856, 48, 820.6875,0,0, 48, 820.6875,0,0
7891,10239,10838, 6, 714.0,0,0, 6, 714.0,0,0
7892,10239,1862822, 6, 840.0,0,0, 6, 840.0,0,0
7893,10239,1862823, 4, 1449.0,0,0, 3, 1570.0,0,0
7894,10239,198112, 1, 8682.0,0,0, 1, 8682.0,0,0
7895,10239,1862825, 3, 666.0,0,0, 3, 666.0,0,0
7896,10239,1862826, 3, 719.0,0,0, 3, 719.0,0,0
7898,10239,138949, 1, 6549.0, 1, 7389.0, 2, 6969.0,0,0
7899,10239,138948, 1, 6582.0,0,0, 1, 6582.0,0,0
7900,10239,644610, 6, 1848.5,0,0, 6, 1848.5,0,0
7901,10239,1483681, 1, 6702.0,0,0, 1, 6702.0,0,0
7902,10239,1573458, 79, 561.0759493670886,0,0, 79, 561.0759493670886,0,0
7903,10239,1573459, 2, 2230.5,0,0, 2, 2230.5,0,0
7904,10239,1234880, 2, 843.0,0,0, 2, 843.0,0,0
7905,10239,1725329, 5, 796.2,0,0, 5, 796.2,0,0
7906,10239,1569258, 8, 1391.625,0,0, 5, 2278.8,0,0
7907,10239,1606503, 6, 887.5,0,0, 5, 1135.0,0,0
7908,10239,1606502, 5, 976.8,0,0, 4, 1362.0,0,0
7909,10239,1606501, 6, 893.5,0,0, 5, 1141.2,0,0
7910,10239,1606504, 5, 912.0,0,0, 4, 1236.75,0,0
7911,10239,746830, 6, 901.0,0,0, 5, 1159.2,0,0
7912,10239,264729, 53, 677.8867924528302,0,0, 53, 677.8867924528302,0,0
7914,10239,1552409, 7, 783.8571428571429,0,0, 6, 968.6666666666666,0,0
7915,10239,345585, 177, 996.0338983050848,0,0, 176, 1001.8636363636364,0,0
7916,10239,37128, 8, 1861.5,0,0, 8, 1861.5,0,0
7917,10239,37124, 4, 3411.75,0,0, 3, 4548.666666666667,0,0
7918,10239,37126, 5, 1565.4,0,0, 5, 1565.4,0,0
7919,10239,221262, 2, 4720.5,0,0, 2, 4720.5,0,0
7920,10239,649188, 4, 2508.75,0,0, 4, 2508.75,0,0
7921,10239,1497019, 5, 1446.0,0,0, 5, 1446.0,0,0
7922,10239,1026955, 297, 542.8787878787879, 33, 74.57575757575758, 297, 547.6228956228956,0,0
7923,10239,1510440, 72, 546.6666666666666,0,0, 72, 546.6666666666666,0,0
7924,10239,465447, 12, 1897.25,0,0, 12, 1897.25,0,0
7925,10239,310749, 1, 17478.0,0,0, 1, 17478.0,0,0
7926,10239,507475, 6, 553.0,0,0, 6, 553.0,0,0
7927,10239,507474, 6, 552.5,0,0, 6, 552.5,0,0
7928,10239,507476, 6, 553.0,0,0, 6, 553.0,0,0
7929,10239,11152, 12, 3220.75,0,0, 11, 3513.4545454545455,0,0
7930,10239,1932881, 465, 760.4, 1, 72.0, 466, 758.9227467811158,0,0
7931,10239,555603, 87, 537.9655172413793,0,0, 86, 544.2093023255813,0,0
7933,10239,1891729, 9, 772.0,0,0, 6, 1246.5,0,0
7935,10239,28311, 7, 1036.2857142857142,0,0, 7, 1036.2857142857142,0,0
7936,10239,1458831, 63, 687.7142857142857,0,0, 62, 698.7903225806451,0,0
7937,10239,491003, 170, 518.2235294117647,0,0, 171, 525.0292397660819,0,0
7938,10239,563119, 103, 526.1067961165048,0,0, 102, 531.2745098039215,0,0
7939,10239,1037523, 1, 2382.0,0,0, 1, 2382.0,0,0
7940,10239,1602199, 6, 535.0,0,0, 6, 535.0,0,0
7941,10239,204987, 6, 2291.0,0,0, 6, 2482.3333333333335,0,0
7944,10239,984915, 2, 1713.0,0,0, 2, 1713.0,0,0
7945,10239,549445, 88, 676.5113636363636,0,0, 88, 676.5113636363636,0,0
7947,10239,526413, 6, 1103.0,0,0, 6, 1103.0,0,0
7948,10239,858517, 3, 517.0,0,0, 3, 517.0,0,0
7950,10239,56144, 5, 1212.0,0,0, 5, 1212.0,0,0
7953,10239,715480, 1, 9414.0,0,0, 1, 9414.0,0,0
7954,10239,604276, 6, 550.5,0,0, 6, 550.5,0,0
7955,10239,1874886, 6, 558.0,0,0, 6, 558.0,0,0
7956,10239,492502, 3, 1176.0,0,0, 3, 1176.0,0,0
7957,10239,222459, 6, 556.0,0,0, 6, 556.0,0,0
7958,10239,222450, 5, 587.4,0,0, 5, 587.4,0,0
7959,10239,222456, 6, 557.5,0,0, 6, 557.5,0,0
7960,10239,1454025, 2, 1015.5,0,0, 2, 1015.5,0,0
7961,10239,1454024, 2, 757.5,0,0, 2, 757.5,0,0
7962,10239,1454027, 2, 798.0,0,0, 2, 798.0,0,0
7963,10239,1454026, 2, 798.0,0,0, 2, 798.0,0,0
7964,10239,1454021, 2, 1045.5,0,0, 2, 1045.5,0,0
7965,10239,1454023, 2, 982.5,0,0, 2, 982.5,0,0
7966,10239,1454022, 2, 996.0,0,0, 2, 996.0,0,0
7967,10239,1454029, 2, 676.5,0,0, 2, 676.5,0,0
7968,10239,1454028, 2, 936.0,0,0, 2, 936.0,0,0
7970,10239,128818, 1, 7863.0,0,0, 10, 1572.3,0,0
7971,10239,1922832, 1, 9066.0,0,0, 1, 9066.0,0,0
7972,10239,1922833, 6, 2041.0,0,0, 6, 2041.0,0,0
7973,10239,1922835, 1, 8472.0,0,0, 1, 8472.0,0,0
7974,10239,1922836, 1, 9441.0,0,0, 1, 9441.0,0,0
7975,10239,1922837, 4, 1879.5,0,0, 4, 1879.5,0,0
7977,10239,1923301, 2, 2529.0,0,0, 2, 2529.0,0,0
7978,10239,1923300, 2, 2517.0,0,0, 2, 2517.0,0,0
7979,10239,1923303, 2, 2700.0,0,0, 2, 2700.0,0,0
7980,10239,1923305, 3, 1887.0,0,0, 3, 1887.0,0,0
7981,10239,1923304, 3, 2397.0,0,0, 3, 2397.0,0,0
7982,10239,1923307, 2, 3481.5,0,0, 2, 3481.5,0,0
7983,10239,1923306, 2, 3841.5,0,0, 2, 3841.5,0,0
7984,10239,1923309, 2, 3502.5,0,0, 2, 3502.5,0,0
7985,10239,1923308, 2, 2268.0,0,0, 2, 2268.0,0,0
7986,10239,392174, 5, 1354.2,0,0, 5, 1354.2,0,0
7987,10239,444878, 227, 743.8414096916299, 5, 75.4, 232, 729.4353448275862,0,0
7989,10239,345198, 174, 995.4655172413793,0,0, 174, 995.4655172413793,0,0
7990,10239,873160, 6, 531.5,0,0, 6, 531.5,0,0
7991,10239,1482734, 1, 8043.0,0,0, 1, 8043.0,0,0
7992,10239,1843739, 4, 645.0,0,0, 3, 909.3333333333334,0,0
7993,10239,1843738, 4, 654.75,0,0, 3, 918.0,0,0
7994,10239,328061, 2, 4425.0,0,0, 2, 4425.0,0,0
7995,10239,10724, 97, 512.5979381443299,0,0, 97, 512.5979381443299,0,0
7996,10239,10726, 162, 604.6111111111111, 33, 106.66666666666667, 195, 545.6666666666666,0,0
7997,10239,1843735, 4, 648.0,0,0, 3, 913.6666666666666,0,0
7998,10239,1843734, 4, 651.0,0,0, 3, 917.6666666666666,0,0
7999,10239,1843737, 4, 689.25,0,0, 3, 964.3333333333334,0,0
8000,10239,1843736, 4, 663.0,0,0, 3, 932.3333333333334,0,0
8001,10239,198589, 4, 518.25,0,0, 4, 518.25,0,0
8002,10239,75387, 5, 1813.2,0,0, 5, 1813.2,0,0
8003,10239,1883200, 62, 683.758064516129,0,0, 62, 683.758064516129,0,0
8004,10239,1883202, 61, 677.5573770491803,0,0, 61, 677.5573770491803,0,0
8005,10239,349370, 3, 674.0,0,0, 3, 674.0,0,0
8006,10239,134632, 4, 1734.0,0,0, 4, 1734.0,0,0
8007,10239,493803, 5, 1002.6,0,0, 4, 1361.0,0,0
8008,10239,754004, 34, 479.02941176470586,0,0, 34, 479.02941176470586,0,0
8009,10239,1923080, 2, 2580.0,0,0, 2, 2580.0,0,0
8010,10239,113370, 123, 918.869918699187,0,0, 123, 918.869918699187,0,0
8011,10239,1109716, 67, 641.5970149253732, 3, 72.66666666666667, 69, 626.1449275362319,0,0
8012,10239,1109717, 20, 647.55,0,0, 20, 647.55,0,0
8013,10239,1109714, 60, 620.3,0,0, 60, 620.3,0,0
8014,10239,1547577, 7, 516.0,0,0, 7, 516.0,0,0
8015,10239,1109712, 85, 561.8117647058823,0,0, 85, 561.8117647058823,0,0
8016,10239,1109713, 82, 560.0853658536586,0,0, 82, 560.0853658536586,0,0
8017,10239,1109710, 95, 648.9473684210526,0,0, 94, 655.8404255319149,0,0
8018,10239,1109711, 68, 629.8235294117648,0,0, 68, 629.8235294117648,0,0
8019,10239,38525, 9, 1454.0,0,0, 9, 1454.0,0,0
8021,10239,1813771, 135, 513.8222222222222,0,0, 135, 513.8222222222222,0,0
8022,10239,70600, 136, 813.2426470588235,0,0, 137, 815.1897810218978,0,0
8024,10239,1813779, 60, 611.6,0,0, 60, 611.6,0,0
8025,10239,1225644, 1, 888.0,0,0, 1, 888.0,0,0
8026,10239,1162306, 27, 609.7777777777778,0,0, 27, 609.7777777777778,0,0
8027,10239,1923088, 2, 4011.0,0,0, 2, 4011.0,0,0
8028,10239,1162304, 26, 626.7692307692307,0,0, 26, 626.7692307692307,0,0
8029,10239,1162305, 28, 584.7857142857143,0,0, 28, 584.7857142857143,0,0
8030,10239,1520006, 48, 828.25,0,0, 36, 2468.1388888888887,0,0
8031,10239,1937817, 2, 1659.0,0,0, 2, 1659.0,0,0
8032,10239,1520002, 26, 944.4230769230769,0,0, 23, 1185.2608695652175,0,0
8034,10239,1223561, 4, 2356.5,0,0, 4, 2356.5,0,0
8035,10239,1223562, 4, 2403.0,0,0, 4, 2403.0,0,0
8037,10239,1272960, 11, 1296.5454545454545, 11, 1343.909090909091, 10, 1436.9, 11, 1343.909090909091
8038,10239,1305716, 6, 2315.0,0,0, 6, 2315.1666666666665,0,0
8041,10239,445517, 58, 577.5,0,0, 58, 577.5,0,0
8042,10239,445516, 67, 632.4179104477612,0,0, 69, 648.1159420289855,0,0
8043,10239,445515, 59, 642.2542372881356,0,0, 61, 634.7213114754098,0,0
8044,10239,1453082, 1, 852.0,0,0, 1, 955.0,0,0
8045,10239,1453083, 1, 846.0,0,0, 1, 931.0,0,0
8046,10239,1776293, 238, 631.2731092436975,0,0, 238, 631.2731092436975,0,0
8047,10239,1453080, 3, 423.0,0,0, 3, 423.0,0,0
8049,10239,1941437, 5, 880.2,0,0, 5, 880.2,0,0
8050,10239,1941436, 4, 934.5,0,0, 4, 934.5,0,0
8051,10239,1941435, 4, 948.0,0,0, 4, 948.0,0,0
8052,10239,1453081, 1, 849.0,0,0, 1, 941.0,0,0
8053,10239,11096, 1, 11697.0,0,0, 1, 11697.0,0,0
8054,10239,11099, 1, 11967.0,0,0, 1, 11967.0,0,0
8055,10239,1461743, 21, 892.0,0,0, 21, 892.0,0,0
8056,10239,1673889, 107, 526.2056074766355,0,0, 106, 531.1792452830189,0,0
8057,10239,1673886, 100, 644.76,0,0, 100, 644.76,0,0
8058,10239,1673887, 263, 622.6539923954373, 2, 73.5, 265, 618.5094339622641,0,0
8060,10239,578305, 5, 1432.2,0,0, 5, 1432.2,0,0
8061,10239,590647, 8, 1962.625, 8, 2172.875, 6, 2526.8333333333335, 8, 2172.875
8063,10239,47985, 10, 1642.8,0,0, 10, 1642.8,0,0
8064,10239,434346, 41, 965.6341463414634,0,0, 41, 965.6341463414634,0,0
8065,10239,1560283, 23, 1421.0869565217392,0,0, 23, 1421.0869565217392,0,0
8066,10239,1756191, 4, 1456.5,0,0, 3, 2085.3333333333335,0,0
8067,10239,1560285, 93, 531.258064516129, 1, 76.0, 93, 532.0645161290323,0,0
8068,10239,1560284, 47, 881.6170212765958,0,0, 47, 881.6170212765958,0,0
8069,10239,1560286, 96, 590.59375, 1, 74.0, 96, 591.3541666666666,0,0
8070,10239,659497, 2, 1635.0,0,0, 2, 1635.0,0,0
